"english","darija","includes_arabizi"
"Since Montevideo is south of the Equator, it is summer there when it's winter in the Northern Hemisphere and vice versa.
","بما أن مونتفيديو كاينة فجنوب الإكوادور تيكون الصيف تما فاش تتكون الشتا فالنص الشمالي والعكس بالعكس.",false
"Since students are often the most critical audience, the blog writer begins to strive to improve writing to avoid criticism.
","بما أن الطلبة هو الجمهور اللي دائما كاينتاقد الكاتب دلبلوغ، فهو فهو تيحاول يطور مهارات الكتابة ديالو باش يتجنب النقد.",false
"Since the arrival of man to the Galapagos, many mammals have been introduced including goats, horses, cows, rats, cats and dogs.
","من نهار وصل الإنسان لجزر غالاباغوس دخل بزاف ديال الثدييات بحال لمعيز ولعودان ولبقر ولفيران ولقطوط ولكلاب.",false
"Since the foundation of Asunción in 1537, Paraguay has managed to keep a lot of its indigenous character and identity.
","ملي تأسسات الجمعية د أسونسيون ف 1537 قدرات الراباغواي أنها تحافظ على الطابع والهوية المحلية.",false
"Since there was limited response to this tactic, Germany expected a similar response to its unrestricted submarine warfare.
","بما أنه كان تجاوب محدود مع هاد التاكتيك توقعات ألمانيا تجاوب تيشبهلو مع الحرب اللي معندهاش قيود تحت لما.",false
"Singapore is generally an extremely safe place to be and very easy to navigate, and you can buy almost anything after arriving.
","سنغافورة هي واحد لبلاصة مأمنة وساهلة فلمسارية وتقدر تشري أي حاجة من بعد ما توصل.",false
"Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.
","بدا المغني سانجو شارما الأمسية وتبعو جاي شانكار شودهاري. وقدم الشهابان بهوغ بهاجان حتى هو. وكان معاه المغني راجو خاديلوال.",false
"Six hostages, including the children and elderly, were released early, as were the Filipino photographers.
","ستة دالرهائن بما فيهم الدراري الصغار والناس لكبار تطلقو بكري وحتى المصورين الفليبينيين.",false
"Skiing is a major travelling activity with many enthusiasts, occasionally known as ski bums, planning entire vacations around skiing at a particular location.
","التزلج هو النشاط اللي تيميز السفر نتاع المتحمسين، واللي كيتسماو المتزلجين الدائمين واللي تيخططو العطل ديالهم كلها للتزلج فبلاصة وحدة.",false
"Sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later (10–60 minutes).
","كاتضرب الفيقة الواحد الواحد تيفيق ففترة النعاس المعتادة وتيعاود يرجع ينعس من بعد مدة قصيرة (10 تال 60 دقيقة).",false
"Smaller tournaments and matches can also be seen here at other times of the year.
","كيتدارو بطولات ومباريات صغار هنا فشي وقات أخرين فالعام.",false
"So, it is likely that the notation was added simply as a label.
","إذا غالبا أيكون الرمز تزاد على أساس يكون علامة.",false
"Some animals, such as elephants and giraffes, tend to approach closely to cars and standard equipment will allow good viewing.
","شي حيوانات بحال الفيل والزرافة تيقربو بزاف للطوموبيلات والأدوات العادية غتعطي شوفة مزيانة.",false
"Some atoms have unstable nuclei which means that they tend to break apart with little or no nudging.
","شي ذرات عندهوم واحد النوية مامستقراش واللي تتقسم باستمرار ساو كان شوية دالزعزعة أولا مكانتش.",false
"Some cruises feature Berlin, Germany in the brochures. As you can see from the map above Berlin is no where near the sea and a visit to the city is not included in the price of the cruise.
","شي رحلات بحرية كتحط برلين، ألمانيا فليفلاير ديالها. وممكن تشوف فالخريطة أن برلين مقريباش من لبحر وحتى لمشيا ليها مداخلاش فالثمن نتاع الرحلة البحرية.",false
"Some festivals have special camping areas for families with young children.
","شي مهرجانات عندها بلايص فين تقدر تخيم العائلات اللي عندها دراري صغار.",false
"Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers.
","ممكن أن شي مرضى قاستهوم الحشرة، وكيعتاقد الدكتور مول أن جوج على الأقل خدامين فالسبيطار.",false
